area,perimeter,extent,aspect_ratio,circularity,solidity,convexity,equivalent_diameter,elongation,rectangularity,hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,contrast,homogeneity,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,filename,species,mask_quality
205397.0,3571.119291782379,0.18158920279921847,1.863928110572621,0.20239288652845344,0.9724361918152608,0.9332626161618492,511.38985399591985,0.3016584489907403,0.18158920279921847,53.57335041330304,3.328505739213888,198.7120365446899,37.11285114172135,121.41639193696524,31.459768544263245,0.0,0.0,0.11895758643024563,0.2579259070923566,2.095922170020665,2.1358163013048044,4.251684782060883,2.2647915666924514,7.944515022472931,1001.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.10774479166666667
108399.5,2694.4722117185593,0.6300098802706613,8.778571365867348,0.18762457647752928,0.9587954854945356,0.9258406338040663,371.50845216430713,0.7954711462414381,0.6300098802706613,52.1719188824452,4.140342465031772,174.27470182733342,41.839301374214465,120.24356238829922,35.163612707627,0.0,0.0,0.11049785000912873,0.23995830739522256,3.351614328326447,3.4228881502494457,6.809920051685194,3.556700059353446,-8.569858669004056,1002.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.05711875
91881.0,2411.29349899292,0.6635444500565931,9.303278612268208,0.1985799636004886,0.967081892662582,0.9546798389714166,342.0329262071292,0.8058870319762235,0.6635444500565931,52.52015522208367,3.6023884658611247,193.9924431354001,43.44327766069011,124.25915853291482,33.947988348618516,0.0,0.0,0.11031681234110596,0.23958148900757031,4.447955899088608,5.305264100986844,-9.95939079268221,-5.717088583409267,-9.782388600891599,1003.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.04845208333333333
198392.5,3037.5159307718277,0.5546663348965003,5.332046311459281,0.2702078646791527,0.9667378915596462,0.9392251195198779,502.59444523280473,0.6841463410462522,0.5546663348965003,52.92787070682803,3.199362549340772,176.37235352412986,33.210982431935776,116.51041572820004,30.091145632580915,0.0,0.0,0.27020996221307564,0.58206648592042,2.266900713357804,2.341955975135495,4.646391943400485,2.6343811071396903,6.82493943202406,1004.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.104059375
237556.0,3269.5819445848465,0.5602947281016257,4.972602722696566,0.27924886403768995,0.9215186927181437,0.9311720368766786,549.9688111966954,0.6651376142975128,0.5602947281016257,52.44355344728058,3.4830042782352906,202.38998067414602,42.69938164645493,120.14003296271198,29.95672476704941,0.0,0.0,0.365861614904388,0.805389606661975,1.885336567388014,2.000106233010963,3.9428304619709302,2.4031855062965106,6.358443726858229,1005.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.124509375
242623.0,3813.0057170391083,0.16643092330898174,1.5025380695405706,0.20970409902186898,0.9796735000384416,0.9423551529005488,555.8032008384616,0.20081135894490412,0.16643092330898174,52.51258514686426,3.1862953799714098,202.00787262889278,37.38365734949478,121.9908043434629,30.55579091332386,0.0,0.0,0.14198447743597598,0.3059732563194205,2.492870297725902,2.5347393967636522,5.04853996343929,2.6880556893376735,7.844919458541994,1006.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.1271546875
267308.5,3720.229026198387,0.19873646880375398,1.5891304330552931,0.24270754595338837,0.965652336472119,0.9410897239618373,583.3933088781866,0.22753988235619654,0.19873646880375398,52.413348859011464,3.123308298957562,187.45379498664445,35.421428038413794,125.43809569869272,29.384233955580832,0.0,0.0,0.22596734007898198,0.485012238157002,2.626090060480417,2.6990047107317108,5.361564516170684,2.9453972103537986,-7.354190600062352,1007.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.14000104166666666
252656.0,3845.9275068044662,0.17960377923144374,1.6229860347765994,0.21465316310885035,0.9534332593663548,0.933852950515594,567.1786406544302,0.23751023741297697,0.17960377923144374,52.62437059415912,3.1744277710060897,182.38402804003022,34.421398297808935,116.25905557653574,28.567600290474207,0.0,0.0,0.1561200027908248,0.3360201125386215,2.984524599186547,3.089361091304617,6.1264860585411665,3.276802360885046,-7.602827508233792,1008.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.1324
230501.5,3278.7017835378647,0.399337329567403,3.718274102237883,0.26945099155255464,0.9205643961519437,0.9423402111992221,541.7412896584236,0.5761161911909003,0.399337329567403,52.33810236094886,2.519849837613317,191.01493212864736,35.822492786025585,123.63115400697465,25.85358177800845,0.0,0.0,0.3045080898522876,0.6608575401212969,2.0098010305690415,2.0957723267228667,4.148559831257816,2.4262423474770802,6.739490559190432,1009.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.12082447916666667
297474.5,3255.0104380846024,0.4537009922788667,3.019313298241817,0.35282133269073207,0.9625589112251672,0.9419730424513497,615.4317971557207,0.5024025624653483,0.4537009922788667,53.45983313707649,2.719530636178131,194.57868449927741,34.86836829147246,117.81338984638441,28.87890127250312,0.0,0.0,0.4323228478001444,0.9575348322162407,2.770325107664881,2.918339721585191,5.762649312084915,3.397136251773546,-8.246858403565833,1010.jpg,Phyllostachys edulis (Carr.) Houz.	 ,0.15569166666666667
